label,text
Neg,Nothin like throwin up on your customers front door 
Neg,@J_xox Laterr hunn!! Arghh hope i dont miss any tweets lol..Gunna be at my nans later!! Nooo  byeeee x x x
Neg,"@xissyx we can't go to robina, all the shops will be closed because its good friday "
Neg,"@acummings I've got return tickets booked for this weekend  If the exchange rate wasn't so bad I'd go, but don't mind missing it really."
Neg,Laying in bed and contemplating the meaning of life with a half empty glass that is leaking on the bottom. 
Neg,Something's wrong. I keep getting some error graphic instead of the music player when i go to a musician's myspace page now. 
Neg,Not good.....Munchkinster is not feeling well 
Neg,@carobode i'm starting to have an headache too.. Am @ school &amp; i'm so sleepy  got work 2 do this AM?
Neg,"@holmpat Morning Pat!  Another one in sunny  spain?  Except its not sunny here today, cloudy and raining. "
Neg,The Mighty Tap are doing a one-date world tour but I will have a newborn  http://news.bbc.co.uk/1/hi/entertainment/7985487.stm
Neg,ahhh!! my webcam is messed up and won't turn on! 
Neg,@fragilemuse the book is awesome. there are some other great works in there too. couldn't afford to buy it today tho 
Neg,@andrewwright yeah that's what I was thinking. Would love to get your feedback on my creative. Will DM you when dentist has finished 
Neg,"Big, capacious wooden kitchen island 120x240 metric - thought I was buying it but we're not  Photos &amp;c on request if you're interested."
Neg,i just grew another chin 
Neg,I'm in a confused state whether to implement a tab interface in the application currently i'm working in. 
Neg,"My sister's kitty Eva had three baby-kittens yesterday, but something is wrong with her and needs to go to the vet "
Neg,@captainjohnhart Most people don't realise how much they'd miss it if they couldn't do it any more 
Neg,"@_GERM damn it, it's so true  i need help!"
Neg,needs a ride to work  im not liking the pospect of the 84 bus!
Neg,drinking milk+being on youtube+lonely  || Emiliiee?!
Neg,"@FadyAnwar its sad cause that was the last GSM company owned by Egyptians, also Orascom was inforced to sell its share to FC "
Neg,read a word he didn't know and felt his brain preparing to go for the 5-way controller before remembering that real books don't have them 
Neg,Its bad that we cant buy it here 
Neg,"these days i don't feel like twittering,  don't know why..."
Neg,Man I want some Nike Air Yeezy's but as i don't live in states have no chance in hell  Ahh well spend the $200 on 2 pairs of sb's instead!
Neg,Frankfurt three times but I dont understand it 
Neg,Three days since my last tweet and no concern? I could have been dead peeps! The reality is I forgot my password 
Neg,"@cocoy A person who's genuinely interested in English, Filipino, programming, and teaching should make that paper. Oh wait, that's me. "
Neg,"@jonpaulkaiser I'm probably worse than you lol so sorry, these photos are seriously long overdue  last time I buy a Sony cam: rubbish!"
Neg,@Deemaah but I thought I did  Not my fault that you dont pay attention to my genitals!
Neg,@overheardatmoo Wish I could have participated this time 
Neg,Oh i received an answer for a ticket that is 6!!!!!! month old. This is really really  fast  #cob #ticket
Neg,I just found out I was unsuccessful in applying for the Hampshire Probation job  #fb
Neg,"@Claire_S Will you be videoing or streaming or podcasting, Tweeting or anything else? Can't make it unfortunately. "
Neg,has got work again today 
Neg,@ollyog Well not far from the station by the looks of it just head there ;) I'm actually jealous would love to be in Belgium right now 
Neg,Insomnia kickin in  I hate this!!!
Neg,@Laura6476 no im not     we are gunna go this hols though.   i really want to see him 
Neg,dropped one of the earbuds of my sennheiser in my tea  i really hope its gonna work again :'(
Neg,"Ugh coffee please! Being at work at 6.45 is not good for my brain, it is now officialy melting "
Neg,"@ambermatson It's terrible isn't it. Don't expect many earthquakes in Euruope, certainly not bad ones "
Neg,@binncheol  you should listen to some music by this dude called andy hull and afew other blokes. I even hear they're playing ldn tomorrow!
Neg,No snoo-snoo for you 
Neg,the computers might be operational but there still isn't much to do 
Neg,"I think the WiFi on my iPhone is broken. It will &quot;connect&quot;, but when I actually have to use it that's another story... "
Neg,@lejeff oh pants! I'm hanging out with the old folks back  in England   Defo b up 4 1 when I get back. tho 
Neg,Watching death race....found out sandra cantu is dead 
Neg,pizza night and i feel too sick 
Neg,is playing basketball today? lol. i wanna go to the pub 
Neg,"@FrumiousMe T'was the antibiotics for root canal.  Will take Polaramine tonight for hives, other symptoms have gone now thank goodness."
Neg,is not impressed with the rain- I wanted to go market shopping  bleh.
Neg,@choadmalma i wish i could link things as good as you 
Neg,yep...it's been 6 weeks  A lady at our church is watching her.
Neg,"@darraghdoyle ah pox, say it isn't so "
Neg,it's raining outside. looks like snow but it's raining 
Neg,@mousenator cry? 
Neg,@andy_cyrus im still awake too lol cant sleep  glad your up tho (:
Neg,@kellymreynolds yep...it's been 6 weeks  A lady at our church is watching her.
Neg,"@JasonVonBerg I've advertised on our blog, through career sites and used agencies... not sure how else I can go about it.... "
Neg,@iamnipper last week  they've got the bike minus a saddle
Neg,@justagirl79 That's great about your license! Wish you'd got the rest of it back. 
Neg,pissed coz a friend is to busy to see me2day 
Neg,coffee @33 is turning into Starbucks (feral children-wise) 
Neg,"@achmadsirman yeah i am, infact the spray paint is for the mutt, i got real delayed with some problems so not finished either yet "
Neg,At my mama ji's place.. everybody keeps giving me new options to study or work now. i get more confused with each passing day.. 
Neg,@axon those got cancelled  Now everybody else is rattling my brains &amp; makin me cuss something terrible!!
Neg,tiredd  nothing to do today 
Neg,@gvenk Thanks! @AlexanderNL Sorry 
Neg,Mew  Today is a prescribed opiate day me thinks - grr 
Neg,@ladybug27 Damn! I missed out? Why didn't you invite me? 
Neg,@RellyAB will likely be unable to attend - crying all the way home 
Neg,@spanx except I missed last weeks S.Lee and now it's gone from iPlayer 
Neg,@jamrock where did Top Cat go? 
Neg,has got a cold coming  how shite!!
Neg,@kev_nz LOL better let aboy021 know if he's doing the deploy before his 9:30 bedtime. Hope you are feeling better. Being sick sux 
Neg,not able to sleep.  
Neg,"That was it folks, spring's gone and winter is back...it's snowing outside "
Neg,pissed coz a friend is too busy to see me2day 
Neg,@Bradqb13 I know the feeling man. Just lay low for a while. Some people are just like that ... 
Neg,"weather cloudy again, everyday same time rainy  "
Neg,is revising 
Neg,@catvix I am? News to me. And sorry to hear about the job 
Neg,"Red Jaguars, Blue Barracudas, Green Monkeys, Orange Iguanas, Purple Parrots and Silver Snakes... remember Legends of the Hiddent Temple? "
Neg,"@hairpins haha well what makes you think you don't use big words too? SADISTIC! :p what did i say any way? and no i don't, sorry babe "
Neg,"@Frumph I'd hug you, too!  Poor Frumph.....  "
Neg,Andre Riue on neighbours..what has the world come to...internets down  lol
Neg,"Looks like rain today, bet it buckets down as soon as I step outside front door, always the way !!!!, downhill all the way from today "
Neg,@renee_66 okie dokie! do you wanna ask ash and tegan and yasmin? i asked nicole but she said she cant 
Neg,Coughing up a lung - again !  I've had this on and off since Xmas 
Neg,ive got a poorly tongue after i burnt it on my Chilli last night  Had a lovely day yday to.. thanks guys!
Neg,Im up guys  lloll
Neg,@odo_snape_maven owwie!  the dictation software won't pick up whispering eh? i know Meleney has it but dunno how good sound pickup is.
Neg,@lauraEchilds fine I wont make it up to you  check your dm?
Neg,quite sick going to doctor now 
Neg,bad day 
Neg,Taking the rents to the airport...not excited about being up this early.Have to go to work at 8. 
Neg,"just poked herself in the eye the mascara  but i love mascara, its a god sent"
Neg,"@MichAtagana Shame, what's wrong? "
Neg,I've just got my streetcar essay back from Jerry and its still no good... ah man this is gonna be a bad day 
Neg,Tonights episode of house was sad  I can't believe he left the show! I can't stay awake anymore I'm mad tired. Had a long day. Sleep time!
Neg,"It's 5:23 and I've been sitting around barely watching I'm Not There. I really wanted to see that movie, but I keep getting distracted. "
Neg,"Last day at home today  Catching the train at 10am tomorrow. Has been a nice break! But now I need some breakfast, a shower and a shave!"
Neg,"has a poorly cat at home, i want to be their to hold her fur back and pass her tissues "
Neg,"@chester_see Yes, I often take the risk of running down the DLR steps but today I just missed that last step and twisted my ankle. "
Neg,Why does it take so long to go through one lecture which only took 52 mins to give?! and it's sunny outside. Someone is mocking me 
Neg,Another assignment to be done! an dinner with dad tomoz! 
Neg,@JenMcJ will check it out. Just want a couple to read while away. New one at Liquid Silver. Just some GOOD reads-read some rubbish lately 
Neg,Working  but looking 4ward 2 thailand and this weeks bank holiday weekend!
Neg,Ewww cookies and cola dont mix well together...My tummy hurts now 
Neg,@childrensjewell so damn annoying when that happens isn't it??  Hope she doesn't copy your work 
Neg,Eminem We Made You is GAWBAGE[/Rosci] !  Imma cop Asher Roth's album instead fuck em on his &quot;ass like that &quot; flow
Neg,Beeen Awake for awile.. Sick 
Neg,"@mokshjuneja yesh it's a bank holiday but everyone else is working. trains, traffic, everything screwed as usual "
Neg,bleh. i strongly dislike working at 5:45am everyday.  
Neg,Headache. Still a little sleepy! I miss ma babyy soo damn much right noww  WAKEE UPP!
Neg,Flight of the Conchords album has *vanished* from Spotify  What gives @spotify_com ?
Neg,@LeahEarnshaw awww I'm sorry 
Neg,Spring is finally here! Cherry Blossoms galore! Such a shame they are so temporary 
Neg,head got bashed by a door today. 
Neg,@MilkyMooMoo yuk! end of year accounts   I need to make a start of mine too!
Neg,This is amazing. But I can only get 41 words per minute  http://play.typeracer.com/
Neg,"@flowersophy I slept so much when I was a little girl! I just started to not sleep as well, when I turned 20 "
Neg,why do friends feast while you are on fast 
Neg,Bored of Sims for today  Still thinking of a name for me and Lukes youtube account to post our awesome new vid on  ideas people!!
Neg,i want to be trendy 
Neg,tierd  whats pt swagger mean.. i love the sound of it
Neg,feels like i have neglected twilight im sorry  lol
Neg,"@Katestar Oh yes, extremely fun when whoever you talk to actually doesn't want to talk to you... I'm so lonely "
Neg,"Added the DNS system, compatibility is okay and am looking forward to the possibilities now open. But I need to rework the intro sequence "
Neg,No cold water tap in our bathroom  I miss my cold water
Neg,Another shoe throwing incident! journalist jarnail singh threw a shoe at Home minister chidambaram!! bt missed target 
Neg,Broke my tooth yesterday  it feels like it's spilt in half.
Neg,@Wonginator i wish i was on spring break... 
Neg,@theresaxo I still can't believe you have to move. I will be over after work to help paint. aww RIP your walllllll 
Neg,@justanotherjerk I wanna c &quot;No Doubt&quot; soooo bad!!! 
Neg,Aw - Snapcase arent getting back together... I must have dreamt it    
Neg,"@JonathanRKnight  You sure did do some tweets, and i missed them  glad to see you're enjoying urself, always nice to hear from you. x"
Neg,Wishing we had fast internet NOW....not in 8 years!  http://bit.ly/I72Oi
Neg,Getting ready for work... 6:30-3:15..  ..
Neg,stooopppiddd Abbey National!! i need to get dosh out and its blooming shut! 
Neg,@imagethief I know where you found that... But your URL is so much tinier than mine 
Neg,"finding it incredibly unfair that mom got more tan than i, even though i spent more time in the sun  miss him like crazy!"
Neg,"@Dr_Black yes, i was invited but will be in San Francisco. Very sorry to miss it "
Neg,My DotA ladder stats on GArena don't seem to have been updated 
Neg,Leanne is angry at me 
Neg,@MichAtagana Ahh I'm sorry  There's a nasty virus going around apparently...Shame Atagana! 
Neg,"Amber i don't know how often you check this, but i really miss you right now. Like, really really. So friggen much  i want a hug &lt;/Beth&gt;"
Neg,Ate too many Oreos yesterday. Feel very sick today 
Neg,"@mauricedb I tried the Sitecom one to, but felt to toy-like "
Neg,I will never like getting up at 5 am  dumb work schedule.
Neg,need cuddling now 
Neg,"http://tr.im/imOv �i, b�c H?i Tho?i th? l� gi� t? cu?c ??i r?i ( M�nh v?n c�n nh? c�i nh� t?p th? b� t� c?a b�c � ? ch? Tr?i "
Neg,Awww my Whitestrips are not staying on 
Neg,soluna is slower than accord 
Neg,@Contendo shit... that's horrible! poor kid... 
Neg,Btw Eventbox is available for free on Macheist for every visitors. Unfortunately I switched to Tweetdeck  http://macheist.com
Neg,my back is in bits 
Neg,"hmm, so the sun shining brightly thru my curtains lit up my room n woke me up  cnt sleep nw, 10 is way too early to wake up! "
Neg,hates maths tuition on a holiday..wanted to sync my i-pod with the latest tracks nd podcasts ! Will have to wait until im bck  #fb
Neg,V?a b� d?y kh?i gi??ng. M?t qu� 
Neg,@garcevisage  Aww did your mic work at all?
Neg,"@Gemmaface Awww Gemma, I hope you're not "
Neg,Where's my 'search' bar? How come Aoife got one and I didn't? Twitter must like her better than me 
Neg,@suilin nobuuuuuuu!!! you evil evil girl 
Neg,I wish I were playing Reindeer Games up at Fowler... 
Neg,trying to write an essay in english. Painful 
Neg,@missymoouk Oh No!!  I know. I haven't cried that much since Wham split up.....
Neg,mommy... is school closed today? 
Neg,@WestEndActress nooo u shudent have deleted it  x
Neg,"@kaitlinmonroe Aw, that sounds so fun! I'm so bummed that I missed it  Did you get to meet anyone?"
Neg,trying to check my phone bill online seems like it doesn't like me though! 
Neg,Manu Ginobili is out for the rest of the season and the playoffs  
Neg,"Yeh totally dig FireBug but enuff is enuff, gonna start using Safari4/Charles + ditch FF and see how debugging goes, too many FF crashes "
Neg,Sad movies make me think of things that I don't really wanna think about 
Neg,I wish there was something for dinner. 
Neg,Im up... I slept an hour last night... Death.... 
Neg,"off to pick up the dog, doctor's note, and back to work "
Neg,"just been given ma marching orders, gotta go do some work, yay "
Neg,"moving moving moving, keep those boxes moving, Rawhide!! think i've gone delirious from moving "
Neg,Why is Changes by 2Pac not on iTunes? Boo 
Neg,"ugh.  stupid bug in SpamAssassin rule-QA backend discovered, it's going to take some fixing at some point.  adding to the TODO list "
Neg,@babyvtec yeah.. Hw 
Neg,handyman just cancelled on me 
Neg,hi twiitters  i ammm sooooo tired right nowwww . FALLING ASLEEP ON MSN ! i am thinking a less lazy day today ;P xx
Neg,fed up of being ill 
Neg,wow. everyone has abandoned twitter 
Neg,"just been given ma marching orders, gotta go do some work, yay  "
Neg,"@andrerib Oh, today it is not possible for me  Family matters, but i will try to attend next !"
Neg,gd mornin world. i hav a cold.. my throat is burnin! 
Neg,Morning people. Away to get some breakfast and then sort myself out and then must start on HWm no lazing about today  Xx
Neg,Guess I should go to bed... Have to be up in 5.5 hours... haven't been able to sleep lately too stressed about website not being done yet 
Neg,@aventure That's windows for you... I get to deal with about 20 windows servers and 180 windows machines misbehaving every day..  shoot me
Neg,@babyvtec geez it's so late for you!! Good luck at work tomorrow  I am soooo knackered too. Love you!
Neg,"just been given ma marching orders, gotta go do some work, yay.........  "
Neg,@DanaEatsYou   hahaha im sorry  i didnt mean to. and you're supposed to film the day of silly! thats cheating doing it the day before!
Neg,"@DonnieWahlberg Wise words but life sometimes doesn't work out as you plan, life has a habit of kicking you when you're down. "
Neg,Gosh  It is raining in summer cause of the global warming?
Neg,@Pigman i love the cooler trenchcoat weather!! but DNW the darker evenings as it's scary to run at night 
Neg, i close my eyes nd i see your face..:/ whens it gonna stop? ::sigh times 5::
Neg,I have packed off hubby to Bristol! Missing him already 
Neg,Doing homework 
Neg,@HopeOk but i will be soon.  -dies-
Neg,"@rustyrockets I'll give you a fiver towards the fine - not much, but Im skint from paying for  Al Darlings eyebrow waxing "
Neg,"Hmm, A request for me to feature an app on my site from a &quot;Merketing Specialist&quot; (sic) addressed to &quot;Dear Editor!&quot;  Oh dear "
Neg,@nishitd NO!  I missed everything.. 1/4 onwards. Stupid work getting in the way of tennis.  
Neg,Thought this being a 4-day week would make Tuesday more bearable. I was wrong 
Neg,I'm more tired than a very tired thing today. 
Neg,@Mark_Mulligan Exactly! That was the core of my concept for Virgin. Just a shame the money ran out before we could realise it 
Neg,@jonathanchong I could do with a long week 
Neg,"@ambermatson Yes, seems to have been much worse than normal over past few months "
Neg,just found the most gorgeous pair of vintage dior sunglasses... they are �125 though 
Neg,"I am a work martyr. Give me chocolate, coffee and sympathy. And now my cat's decided she's dying "
Neg,"nothing much, not well, in bed all day!!! "
Neg,Looking at the rain fall in Rotterdam.. 
Neg,@eoghanquigg wish i could but i'm no where near belfast  -- love the new song btw!
Neg,fever has started  anyone have any miracle cures for a cold?
Neg,"I have just really, really splattered the bowl "
Neg,Why do most videos i play skip and jump 
Neg,is hungover  and just wants to stay in bed all day ?
Neg,I just set up a Twitter profile for one of my colleagues and noticed he's got a much more swish sidebar - how do I get that? 
Neg,Had a great 21st birthday but is sick as with the flu 
Neg,@fromthestars I WANNA GO TO AN AMUSEMENT PARK.  EK is getting tired. :|
Neg,"Just had myself as driving lesson, went pretty well.  Need to stop crossing my hands over on the wheel apparently though, bad times "
Neg,"Found a nice lake-side park with a small beach, but . . . no grills   Oh well . . . I'll have to keep looking - another time."
Neg,@billbeckett Did you know tai means shit in indonesian. 
Neg,"is dreading tomorrow   I HATE hospitals, especially when it's your baby that is the patient."
Neg,not feeling so hot 
Neg,"@jedi58 Yup. The whole game was amazing technically, it looked great. Gutted I sold the game and my original Xbox now actually. "
Neg,is not looking forward to working today 
Neg,"Blooming great, change of weather now I have a cold, just my luck, don't seem to be having much luck lately... life sucks at the mo "
Neg,@playandstay Well i've actually only been to Thorpe Park   So I'm sooo looking forward to Alton Towers!
Neg,WANTS TO GO OUT BADLY 
Neg,this is way to early to go to work 
Neg,@bradiewebbstack sway sway tour in julyyyyy! exitedd muchh  follow me pleaseeee? i need more followerss 
Neg,Living on Neurofen for another day. Please go away headache. 
Neg,is gonna start revising for exams in May 
Neg,@LadyErlynne awwww.  you could always post in the Transfig classroom with Sharmila
Neg,I have to go to the library and get some books on the bloody was  I really can't be bothered with these A levels anymore
Neg,nothinn  nothings on tv  maybe they've run out of programs
Neg,"@RetraceLady @djslump Morning! Oh no, more of them?  #terremoto #earthquake #italy"
Neg,is seriously wondering what the Australian public were thinking by kicking my baby Kat off of SYTYCD!  I miss her already...
Neg,so today is apparently cuddle up day. and i have no one to cuddle up with. 
Neg,@erickaaa im at workkkk  im freezing too i need a mass hug from you! can i call u 2night babe? xxx
Neg,"@Winetweat: sorry  but follow us, we're going to publish pictures and video and sometimes also in english"
Neg,"@quinparker I find that, in this age of internettery, this is how you perfectly express sorrow and empathy for another's pain "
Neg,ARGH finally figured out whats killing 'Inquizitor' games on Jailbroken devices. About 30 1 star reviews too late though!  Fix on the way
Neg,"Considering new business name, which means new logo and website. Finding it very difficult to pick a name though. Been 2 weeks  #fail"
Neg,Office time.!! 
Neg,@beatccr I can't wait to read that one...still waiting on my copy 
Neg,having lunch on my desk while i work 
Neg,wants an iphone 
Neg,ITS APRIL! STOP SNOWING!!! 
Neg,Trying to find the motivation to write some essays and finding it sad that my life revolves around essay writing 
Neg,I heard he stopped singing.  It's a shame� ? http://blip.fm/~3xath
Neg,@theletterj Couldn't agree more. People keep stealing my elastic band ball 
Neg,Stuck inside...poorly little people 
Neg,@MizFitOnline Is ur host down? I'm getting nothin' 
Neg,@lyn_ thanks hun.. didnt even no he was going to be on... pitty we couldnt see him sing 
Neg,@myrtti  ouch
Neg,"I'm all snuffly and then hot and cold, tired and bunged up.  Woe is me "
Neg,"Just a heads up. Site's being wonky, so will like probably post late today. Flippin technical issues. "
Neg,@skinnylatte its a great article but quite sad. We are the saddest pinnacle of evolution 
Neg,Goodbye Jive test server - so very sorry to have to shut you down 
Neg,I'm up  amy's coming around today so i have to clean my room 
Neg,finishing the tax return... instead of making some tracks or enjoying the sun... 
Neg,be offline 
Neg,hoping my new kitten is well - as she isn't eating or drinking - hopefully just stress of a new place 
Neg,@danielhcwong Taylor 814ce --&gt; #&amp;$(#&amp;$!(@#$(!@#*$(#!( sweet mother of #@&amp;$(!@#($*(!@#*$(!@#&amp;$(!@#$&amp;!(@#!#@($... my livie is only 2900 
Neg,@elltotheice poor kid  damn all those people who want to cut there grass �__� ahaha! 15days&lt;3
Neg,"I'm wish I wouldn't have drank coffee all day long, need sleep, must sleep, can't sleep "
Neg,"is feeling even worse..  cold, cough, sore throat.. the works "
Neg,"finally have the vintage logo of greatness over here now...kinda tough to do right now w/o a home computer  ... oh well, someday"
Neg,is feeling weird today. happy and sad at the same time. and missing my people from italy  ilyyy &lt;3
Neg,"argh, there goes my plans for Friday... "
Neg,@heidimontag : i dont know im in the UK so isn't out here yet  so jealous
Neg,got formal invitation. what am i gonna do about my date? i should've said to put &quot;Nick &amp; Guest&quot;. 
Neg,ande now I'm not sure I want to associate with such a violet product  may have a re-think about my screen name
Neg,@markhardy1974 it IS but i'm still waiting for my ride  #itm
Neg,wish the sun would shine more.  i have a cute yellow dress to wear. COME ON SUN. COME OUT AND PLAY. stupid england.
Neg,"well, my foot odor problem is def. back!  hmph. "
Neg,The drawback to this is that every picture I take with my phone is broadcast and is sent with the file name as text.  #AutomationAtaCost
Neg,"@petemc they're horrible, they're out to get me "
Neg,dontcha just love microsoft corrupted open XML documents. 
Neg,i have fucking shin splints!!!! im in pain.....DRUGS PLEASE......i never realised they could be so painful 
Neg,@taratomes I applied to go on that - but my Dad wouldn't drive me to Manchester for the auditions 
Neg,I have no idea how to use twitter.  No one wants to follow me cause I'm a bland person.
Neg,@helenthornber I dunno but I used to get fruitsalads and blackjacks from the post office...we never got applejacks tho 
Neg,My best friend Amy is coming round today to i've got to clean the house  and i've got to find my amp cable
Neg,where is my phone &amp; good foods? aaaaaaaaah  
Neg,"The Muppet Whatnot Workshop site is temporarily down, apparently totally sold out &quot;Working hard to get it back ASAP&quot;  Hurry up, y'all. "
Neg,ednaiscool51 is up again yay! but all my videos are gone 
Neg,"@James_yeah gah, poor illazilla and shame about the mutt  but best of luck  this time around!"
Neg,@iB3nji Yeh i know but it wasnt on the showbags list in the paper the other day  I heard that they are broadcasting from the show on Thurs
Neg,@alexfoster  re cat. Prob have amazing effect on vet bills too?  Watch for changes in character of remaining cat-puss!
Neg,NEED UUUUUUUUUUUUUU.....  http://plurk.com/p/n0vpg
Neg,"@sonnyjoeflangan goddammit, i missed it  what 3 songs? xx"
Neg,"@CatQ was so thinking of you, family and friends. Glad you're okay! But It's a black day for Italy, with all those people killed. "
Neg,Just had a great time... that is if I forget about the fight on the way back... 
Neg,Horrible Weather 
Neg,@DavidBlue someone spoiled it for me last week 
Neg,@nicsknots  What up?
Neg,"cant eat, drink or breath thanks to the bad throat infection "
Neg,"cant eat, drink or breath properly thanks to the bad throat infection "
Neg,Shattered 
Neg,'s nanna just passed away 
Neg,Having delay to 1500 
Neg,Uni sucks! Have to leave home at 12:00 to attend a lecture at 14:30 to 16:30.  &amp; roadworks everywhere - MT installing fibre cables.
Neg,"Started his 12 week training, it's going tobbr tough with so many birthdays, currently at work    http://twitpic.com/2y81k"
Neg,It's so upsetting. Ami's in agony and the vet can't see her until 6pm. My poor little thing 
Neg,"@matthewknight i don't know...! I can ping the site, but it won't load at all for me...  I'm trying to contact dreamhost "
Neg,no body ever replys to me 
Neg,"@edbehrens 'Thanks for all the good luck! Alas, I wasn't good enough  don't really want to explain but thanks for everything I &lt;3 you all'"
Neg,cannot stop coughing  so much for sleeeping
Neg,Wet hair in my eyes. 
Neg,"@kevatkinson My bro and sis but very young, mums working today so thought i would help out... I don't have any sun "
Neg,"having a coffee and going through my twitter, facebook and other social networks ..... it seems to become a full time job to keep up "
Neg,gets to speak to my boyfriend til about 3! so happy! but then cant speak to him til may! that may hurt a little!! 
Neg,@princessbuddha im having the same problem.. i never drive anymore! 
Neg,still up... sad i lost followers 
Neg,a sad day I morn for my awesome car  http://twitpic.com/2y82e
Neg,"OK, I think I'm finally done with work for the (yester)day. Now for a beer and some TV before hitting the sack. Back at it around 9am. "
Neg,working my life away.. 
Neg,examz coming.........really feeling HeLpLeSsSsSs.. 
Neg,Creepy Outdoor on the speedway: Alli is now in Portugal... Seems not so good 4 losing weight  not healthy!
Neg,"@francesdath not bad, transitioning, being visited by many globe wandering gypsy queers at the moment... but you are missing "
Neg,loaded with the cold  great fun!!!
Neg,up early. my stomache is acting funny 
Neg,has a headache...it wont go away and i dont want to od on panadol....lol....seriously though it hurts 
Neg,http://twitter.com/freddybust/status/1463411617 - thats right! 
Neg,"Maybe that was unclear... I'm planning to post on my own website later than usual today, due to technical issues "
Neg,does anyone else miss chatting in chat rooms? I do  but can't find  one i feel comfortable in suggestions please?
Neg,"Vah. The dreaded lurgy strikes. I'm in dire need of tea, chloroformed or otherwise. Alas, I'm off to ASDA for pizza, no time for tea "
Neg,The leeds festival twitter man has lied. There is no update. 
Neg,"going, going, aaand gone. poor moosie fell asleep in class   http://twitpic.com/2y82y"
Neg,is really fed up 
Neg,"swapping songs through email with carrie, damn the tasman DAMN IT TO HELL i wanna jam "
Neg,"damn it, i still can't find a decent sized photo "
Neg,"@Anjeebaby I'm fine if things are busy, just gets hard at quieter times "
Neg,"Essay finished, 3,605 words, very pleased with self but dreading the return to project work "
Neg,"@VioletsCRUK Yeah, off Aberdeen, on the Miller platform, the one the chopper left before it went down thew other day "
Neg,immm sooooo lowwww 
Neg,"I still feel toss, though I was better yesterday but actually realised im not when I woke up at 5am feeling sick "
Neg,Still have a lot of work to catch up on! 
Neg,...  missed the gig 
Neg,Khb count low today despite the changing weather. 
Neg,@dale__wood I love uni coffee????? BET you won't get this one. ILPC oh ps uni tomorrow pick u up at 12:52! PS 1000 word assignment!  ARG
Neg,now I'm having a hard time digesting disappointment 
Neg,READY FOR FRIDAY at the TED!! Go Braves! &amp; stocking up on ricola cough drops &amp; dayquil b.c i have a cold from the constant weather change 
Neg,:S geen How I Met Your Mother vandaag 
Neg,No southpark for me 
Neg,"yay, migraine to round of Berlin "
Neg,@SheriTingle Really busy  Loads of projects to complete.
Neg,"so much for my roast tonight, still frozen solid. "
Neg,Up since 3:00. Going to be a looooong day. 
Neg,"i'm bleeding ! , i shaved my legs and now i'm bleeding   haha, i'm a loser xp"
Neg,Just got reduced to tears by Jeremy Kyle!! Off to the doctors now  i hate the doctors its so scary! Arghhhh!
Neg,I killed the Eggnog thread on PJ with my lame joke 
Neg,"@tommcfly hey, no chance of adding brighton or eastbourne to the UCAP tour? gutted im missing out this time round  i love you guys!"
Neg,I am really tired but cant go to sleep 
Neg,"@saturngirl ha ha ha, *cap doffed*. Okay you are right. Camping in the Cotwolds AGAIN for me.    ;)"
Neg,"lol, i did that then i was silly and thoght kb was the same as k  so its still not working. i doubt i will ever find one"
Neg,@xoVince pssht! i miss u! u don't respond to me 
Neg,@DonnieWahlberg   DONNIE!! when are you coming back to the UK? It's been toooo long  X
Neg,Went to the dentist today... totally as a last resort... totally broke now too!! God damn the dental industry needs competition policies 
Neg,th�m m?t l?n n�i d?i 
Neg,Off Too Work .Gunna Miss The Lush Weather  .x
Neg,"@MANDY_EMMERSON Bummer, hope your OK! "
Neg,http://twitpic.com/2y867 - I miss thiss 
Neg,"Wow, its way too early to be awake.  Lots to do though, and software post at 8:30 so I actually have to be to work on time. Boo..."
Neg,Missin my son..he went home with my monster in law last night  i can't wait to get him back this afternoon after work!
Neg,@iamloz_JsPR ouch 
Neg,"@Mirror_Kiss no, i don't have money, i'm very upset too "
Neg,@laz18 Yeah i couldn't answer your call at work this arvo babe  my breaks are usually at 1ish so call then haha  i need credit sooo bad
Neg,"Ugh, I can't sleep because I'm not feeling so great.  "
Neg,@foilly oh no! that's a shame  you'll have to find them the next time tim passes through. or organise a sydney feeter convention.
Neg,Oh no...Kutner's dead   (watching House)
Neg,so bored.. still no internet at home. 
Neg,Been sent to the naughty boys corner in work  http://twitpic.com/2y86s
Neg,"@triplejsr the new eminem single, &quot;we made you&quot; it's got zero plays on aftermath's myspace,  i wanna hear it soo bad"
Neg,i am wondering how to work this site 
Neg,Finally home from work 
Neg,"cant wait for easter, but then after that, it will be study time "
Neg,"back at work after a great weekend, my brothers have left home and gone back to england though with my gorgeous nephews, miss them "
Neg,@nikrosser I don't think there is any kind of good stroke. I'll wait to hear from you. I love that little cat.  L xxx
Neg,argh cant stop yawning 
Neg,"if you have a computer which isn't doing much (or a CPU core not doing much, if you're technical), get in touch? I need processing power "
Neg,My phone is BROKE.  Too bad I could have been sending you EXCITING tweets today on how the city elections are going. Election judge day!
Neg,16km on bike. I'm all hot n sweaty  . The REM marathon continues.
Neg,"im trying to make a chicken soup like my mothers,... but without a recipe.. this will be interesting... and i cant find matzah. "
Neg,has a huge headache 
Neg,wants &quot;someone&quot; to come over here 
Neg,@itspink WHAT?BOYZONE ARE REFORMING???I'm never aware of anything 
Neg,"@Sparkly_Devil1 *hugs* I'm trying really hard to concentrate on the nice dream instead. I'm sorry you had a bad one too, hon "
